"","response_var","TCG_15_T1","mndwi_15_T2","ndvi_15_T3","swir1_15_T3"
"1042",1,1051.08265,-0.664790494,0.18125,642
"1043",1,1412.1619,-0.628832952,-0.183908046,88
"1044",1,736.33365,-0.692147686,0.208894879,865
"1045",1,1027.6131,-0.59582109,0.098701299,408
"1046",1,808.8031,-0.603406326,0.149450549,428
"1047",1,2199.3949,-0.80934989,0.266926622,1952
"1048",1,1110.2776,-0.681716585,0.253765933,1047
"1049",1,1565.60245,-0.646323311,-0.033980583,199
"1050",1,1062.5599,-0.594594595,-0.302325581,56
"1051",1,1643.7653,-0.682834737,-0.052325581,159
"1052",1,1478.94965,-0.661577608,0.021052632,157
"1053",1,1244.8148,-0.606896552,-0.304347826,75
"1054",1,1120.099,-0.584711503,0.017391304,189
"1055",1,1063.02735,-0.666094421,0.248916707,1317
"1056",1,1069.28375,-0.662251656,0.265230769,919
"1057",1,1594.15485,-0.67933783,-0.327731092,69
"1058",1,1738.3249,-0.699915707,-0.248120301,97
"1059",0,67.84395,-0.096949891,0.047252363,4993
"1060",0,-76.2272,0.290263876,-0.398026316,84
"1061",0,1293.3846,-0.496338294,0.45641345,2432
"1062",0,2676.1531,-0.839951378,0.39791608,2543
"1063",0,1447.90815,-0.687909782,0.505986465,2759
"1064",0,2484.7787,-0.744413955,0.546803999,2383
"1065",0,2111.0462,-0.628712871,0.519779209,1814
"1066",0,2009.93785,-0.688764829,0.385385385,1923
"1067",0,2456.36415,-0.791747147,0.908496732,1975
"1068",1,777.547,-0.574173713,0.483373494,1119
"1069",1,918.6355,-0.511389522,0.413658537,1330
"1070",1,1107.06855,-0.467663308,0.299539171,133
"1071",1,1271.93685,-0.691011236,0.36259542,1991
"1072",0,1970.23275,-0.668949772,0.557350565,2311
"1073",0,754.29315,-0.37645601,0.265635074,2682
"1074",0,2829.84365,-0.775796662,0.509447674,2485
"1075",0,2211.28915,-0.742157087,0.639897698,2723
"1076",0,1889.72545,-0.663059518,0.605211406,2482
"1077",0,2820.00745,-0.83773959,0.195438051,3188
"1078",0,2772.45475,-0.837680031,0.229571984,2756
"1079",0,2726.13445,-0.841280771,0.189246739,3109
"1080",0,2532.9003,-0.818988465,0.41346759,1713
"1081",1,1583.9242,-0.72111293,0.297215952,837
"1082",1,1606.48135,-0.713104326,0.319327731,2644
"1083",1,890.311,-0.561310782,-0.02661597,153
"1084",1,810.93245,-0.54136253,-0.195876289,78
"1085",1,619.73965,-0.435551811,-0.177083333,69
"1086",1,1632.5975,-0.726122707,0.305477132,1513
"1087",1,825.68385,-0.353342428,0.16875,460
"1088",0,2037.0868,-0.760279495,0.53817734,1250
"1089",1,1114.3266,-0.584597433,-0.265060241,95
"1090",1,1311.2841,-0.573784007,-0.333333333,41
"1091",0,441.5924,-0.389555126,0.514386673,2115
"1092",0,1105.09755,-0.6628331,0.712265193,2671
"1093",0,150.68275,-0.309635173,0.238636364,530
"1094",0,409.0065,-0.410195331,0.542184434,1510
"1095",0,555.6497,-0.40508989,0.408576814,2819
"1096",0,88.76235,-0.251599865,0.093262529,2044
"1097",0,603.6865,-0.455130079,0.355483681,2308
"1098",0,935.4033,-0.571359458,0.567895474,2506
"1099",0,278.9606,-0.248812569,0.108607481,1576
"1100",0,1763.3718,-0.65185032,0.663392272,2802
"1101",0,230.77815,0.062631949,-0.215986395,41.5
"1102",0,247.97115,0.070214339,-0.208828523,42.5
"1103",1,555.35485,-0.462454212,-0.052160954,244
"1104",0,2237.01375,-0.642627295,0.449710374,2238
"1105",0,1657.21405,-0.402930956,0.359312111,2897
"1106",1,926.4525,-0.498395232,-0.33201581,49
"1107",1,1309.32385,-0.551366635,-0.108552632,68
"1108",1,2438.921,-0.728698432,0.790562379,1792
"1109",1,2171.5585,-0.71995094,0.792004997,1777.5
"1110",1,2558.6383,-0.725642728,0.68042285,1511
"1111",1,1841.3893,-0.668145332,0.779187434,1792.5
"1112",1,1630.5438,-0.665687161,0.708909795,1512.5
"1113",1,2897.9017,-0.74616768,0.705202312,1694.5
"1114",1,2883.4741,-0.749286733,0.722858702,1714.5
"1115",0,-312.9026,0.215024496,-0.48085901,42.5
"1116",0,1887.3688,-0.73004069,0.605691057,1609
"1117",0,26.4852,-0.236935028,0.186821558,1719
"1118",0,83.5804,-0.275866795,0.171290062,2497
"1119",0,-478.8675,0.488609949,-0.568290353,64
"1120",0,-95.6359,0.083003953,-0.320910973,36.5
"1121",0,-57.1672,0.027322404,-0.19924812,60.5
"1122",1,2155.0442,-0.692989814,0.537212449,413.5
"1123",1,2194.756,-0.707188039,0.457923497,320.5
"1124",0,-112.3205,0.075060533,-0.438848921,116.5
"1125",0,2442.4023,-0.79226325,0.678472959,1583.5
