1005,TCB_05_T1,TCB_05_T2,TCB_05_T3,TCG_05_T1,TCG_05_T2,TCG_05_T3,TCW_05_T1,TCW_05_T2,TCW_05_T3,blue_05_T1,blue_05_T2,blue_05_T3,green_05_T1,green_05_T2,green_05_T3,mndwi_05_T1,mndwi_05_T2,mndwi_05_T3,ndmi_05_T1,ndmi_05_T2,ndmi_05_T3,ndvi_05_T1,ndvi_05_T2,ndvi_05_T3,ndwi_05_T1,ndwi_05_T2,ndwi_05_T3,nir_05_T1,nir_05_T2,nir_05_T3,red_05_T1,red_05_T2,red_05_T3,swir1_05_T1,swir1_05_T2,swir1_05_T3,swir2_05_T1,swir2_05_T2,swir2_05_T3,.geo
0,2588.2055,2812.3887,2897.4479,334.8504,294.02685,241.46365,-929.4716,-1012.42725,-1074.8998,676.5,703.5,748.5,979,1012,922,-0.2980820936,-0.2524469067,-0.2945677123,0.07304785894,0.06434400502,0.03787762613,0.2568552586,0.2524469067,0.2251991311,-0.230043256,-0.1912087912,-0.2595864284,1810.5,1695.5,1692,1070.5,900,1070,1564,1490.5,1568.5,1213.5,1287,1340.5,
0,3006.9018,3159.3382,3214.1501,521.5621,420.95925,331.1223,-1206.9376,-1264.47415,-1375.44605,746,745,768.5,940,1070,995.5,-0.3878215565,-0.2904509284,-0.3095196809,0.07748704336,0.03072033898,-0.008012610009,0.3186881188,0.2904509284,0.2643562699,-0.3199493579,-0.2620689655,-0.3167467399,2131,1946,1888,1101,953.5,1098.5,1824.5,1830,1918.5,1340.5,1436,1533.5,
0,2610.1313,2468.5986,2512.3047,2069.9325,1877.50945,1651.82925,-536.353,-524.2278,-525.8851,286,248.5,300,390,263.5,469.5,-0.7799407533,-0.8283667155,-0.6987487969,0.4013771657,0.3896039604,0.3481858689,0.8458162668,0.8283667155,0.7374897457,-0.5510791367,-0.6478449716,-0.4632752215,3154.5,2807,2647.5,263.5,390,400,1347.5,1233,1280,544.5,492.5,499.5,
0,2848.6258,3232.256,3389.7118,272.0959,445.29555,547.58565,-1259.0982,-1232.0348,-1285.4793,723,759,819.5,1036,1103.5,1028,-0.2906538857,-0.2905818065,-0.3564945227,0.04417670683,0.03894423599,0.05079403564,0.2387054378,0.2905818065,0.3251796361,-0.2496831432,-0.2545178179,-0.3113381343,1885,2007.5,2167,1158.5,992.5,1103.5,1725.5,1857,1957.5,1253,1399.5,1431.5,
0,3686.3356,3550.14905,3491.65135,1715.0229,1741.70875,1618.55265,-1701.1669,-1585.4075,-1579.62125,593.5,396.5,469.5,869,618.5,700,-0.5715518304,-0.6696929239,-0.6206989976,0.146685853,0.1226211849,0.1007452388,0.6011553435,0.6696929239,0.6552296624,-0.4637457575,-0.596015676,-0.5546365516,3187.5,3126.5,2991,794,678,623,2372,2443.5,2443.5,1199,1247.5,1216,
0,3017.2534,2889.5026,2714.5108,2289.4622,2061.1379,1660.3892,-762.791,-761.52755,-810.9098,301.5,266.5,343,518,331.5,495,-0.7352415027,-0.8092360811,-0.691588785,0.3666096407,0.3261626068,0.2591304348,0.8220850664,0.8092360811,0.7328865486,-0.504661726,-0.6562986003,-0.5268817204,3395,3144,2715,331.5,487.5,418.5,1573.5,1597.5,1597.5,685,630.5,650,
0,4158.8053,3818.17375,3834.74655,1304.8907,1831.1506,2156.4083,-2237.1266,-1543.0339,-1480.1828,616.5,534.5,442,940,658.5,700,-0.5297060663,-0.6702140979,-0.6766370251,0.1136405026,0.1235576518,0.184755998,0.4903728979,0.6702140979,0.7199383959,-0.4427152809,-0.5960122699,-0.5621579359,3057.5,3335,3629.5,1045.5,853.5,591,2433.5,2601.5,2497.5,1355,1142,1142,
0,4062.4073,3983.87585,3910.84695,2183.7938,2204.6493,2104.56565,-938.0857,-926.4136,-961.1245,580,496,499.5,1066,717.5,997,-0.5685083991,-0.6858581436,-0.5772288773,0.3134480129,0.3041490262,0.2834713596,0.6666666667,0.6858581436,0.6794220567,-0.3103671357,-0.4823232323,-0.3512282414,3875,3850.5,3719.5,775,997,710,2025.5,2054.5,2076.5,952,952,946.5,
0,2469.0861,2384.8217,2310.4997,746.3426,910.00005,910.22955,-1050.7363,-765.19805,-608.90305,628,398.5,439.5,849.5,605,628,-0.4522888459,-0.5257691554,-0.5098536585,0.1888111888,0.1638266069,0.2276693638,0.4755977727,0.5257691554,0.5442027539,-0.2880787765,-0.3960569004,-0.3192411924,2252.5,1946.5,1934.5,800.5,595,571,1537,1398.5,1217,875.5,727,666,
0,1243.8264,1405.2224,1621.53155,273.3428,438.93645,514.9408,-185.079,-287.0147,-298.6564,550,290,351,711,395,540,-0.2739341333,-0.4696206781,-0.4057771664,0.2406762805,0.2277061133,0.2518373346,0.3618995633,0.4696206781,0.4620886981,-0.03560528993,-0.2708814029,-0.1714614499,1247.5,1094.5,1277.5,584.5,482.5,470,763.5,688.5,763.5,479,363.5,407,
0,1773.6826,1603.7633,1494.7589,533.627,396.79235,143.25695,-249.1511,-346.9741,-473.17665,586.5,385.5,410.5,774,497.5,595,-0.3883840379,-0.4072088174,-0.2005374538,0.2841220537,0.2563829787,0.08632218845,0.4189380174,0.4072088174,0.2939898624,-0.1171941831,-0.1684078562,-0.1162272558,1757,1181,893.5,719.5,546,487.5,979.5,699,751.5,676.5,550.5,636,
0,1614.1048,1673.3958,1748.9601,407.1185,295.9026,132.15795,-347.744,-562.26825,-719.48475,590,395.5,508,795,505,644.5,-0.3322133557,-0.3671679198,-0.2050570459,0.2256568779,0.06908378246,-0.05375302663,0.3845482322,0.3671679198,0.2767069585,-0.1151919866,-0.3058419244,-0.255988456,1586,1091,977,705,595.5,553.5,1002,950,1088,624,620.5,741,
0,1243.9025,1191.2463,1122.3283,204.2193,196.99815,31.07975,-264.0779,-315.9204,-440.53595,537.5,323,370.5,754,355.5,446,-0.2200672356,-0.377408056,-0.1360774818,0.254787234,0.1699516549,-0.07601417881,0.3449258837,0.377408056,0.2282722513,0.03678239945,-0.2216748768,-0.2099202834,1179.5,786.5,586.5,574.5,476.5,368.5,700.5,558,683,561,455.5,467,
0,3232.0783,2957.77165,2953.07365,2588.4814,2091.8759,1787.86125,-880.5638,-858.04895,-851.18915,877,290.5,389.5,986.5,346,561,-0.5960691985,-0.8044921599,-0.6801596351,0.3546481321,0.3073380411,0.2705324423,0.6476804396,0.8044921599,0.7294600939,-0.3061368032,-0.660451423,-0.5019973369,3898,3193.5,2947,833.5,447.5,461,1857,1692,1692,875.5,691.5,717,
0,2729.9461,2490.86915,2405.88115,1804.9624,1481.26605,1255.2709,-666.4798,-713.485,-722.43115,459,290.5,356,660,401.5,470,-0.6398362892,-0.7203065134,-0.6537753223,0.3367437722,0.2788710513,0.2453196505,0.7245337159,0.7203065134,0.6437854659,-0.3863319386,-0.5523968785,-0.4864791041,3005,2469.5,2245,480,501,486.5,1491,1392.5,1360.5,655,645.5,673.5,
0,3726.4221,3310.85945,3356.84815,2667.528,1849.38415,1384.5795,-907.1813,-1229.27645,-1402.1905,494,401.5,477,651.5,516,684,-0.7241744285,-0.716872428,-0.6029603831,0.3565956029,0.1897338403,0.09692154916,0.7982117231,0.716872428,0.5672531215,-0.4955478126,-0.6101246694,-0.5374471682,4072.5,3129,2761.5,457,634,762.5,1931.5,2131,2273.5,819,947,1121,
0,739.8118,692.9966,554.6196,-21.3163,-66.427,-64.12485,157.22,136.65095,90.40095,585.5,267.5,238,662,366.5,329.5,-0.08909528724,0.007560137457,0.08656224237,0.3120596768,0.510460251,0.438961039,0.1686969361,-0.007560137457,-0.02120141343,0.2293407614,0.5160289555,0.5062857143,791.5,361,277,563,418.5,289,415,117,108,283,78.5,72,
0,3374.0954,2954.30545,2761.0843,1916.421,1570.428,1350.6032,-729.8033,-699.7667,-680.4922,577,401.5,443.5,840.5,640,598.5,-0.6079300292,-0.6299508528,-0.617571885,0.3289638554,0.3107055678,0.2748331865,0.6145199063,0.6299508528,0.5964054864,-0.3487020535,-0.3969375736,-0.412803532,3447,2819,2531.5,823,619.5,640,1740.5,1482.5,1440,897.5,780,716,
1,2422.4848,2462.0443,1851.1607,1487.3316,1443.88965,861.7128,-614.41,-555.3486,-331.51555,714.5,295.5,295.5,889,447,503.5,-0.4463646271,-0.6921487603,-0.5398674891,0.3277118765,0.3358705994,0.3357114546,0.51352232,0.6921487603,0.5806754221,-0.1389830508,-0.4641893917,-0.2493477451,2322.5,2457,1685,746.5,535,447,1176,1221.5,838,662.5,608.5,457.5,
1,2280.2291,2206.41075,1709.02845,1405.3404,1240.0065,726.424,-439.7672,-435.41245,-288.87765,734,327,336,891,450.5,464,-0.4423407917,-0.656303643,-0.5294117647,0.3443196733,0.3486566237,0.3416370107,0.5116431617,0.656303643,0.5399540465,-0.1156327543,-0.3989326217,-0.2292358804,2304.5,2171,1508,744.5,477,450.5,1124,1048.5,740,626,514.5,441.5,
1,1636.2063,1635.82535,1327.0696,886.3115,861.4144,516.07205,-343.4714,-334.66615,-210.22195,725.5,285.5,307,815,339,375.5,-0.3961844786,-0.642687747,-0.5018242123,0.3266455473,0.323566879,0.3208868145,0.4413001912,0.642687747,0.5093333333,-0.07987581146,-0.4029062087,-0.2156657963,1884.5,1558.5,1132,730.5,382.5,368,956.5,796.5,582,552,380.5,318,
1,2229.388,2274.2988,1755.78445,1436.4595,1401.5124,885.8026,-394.4142,-424.38995,-236.3077,747,295.5,307,910,394.5,464,-0.4303599374,-0.7114646188,-0.5654413486,0.3508720071,0.3807346216,0.4078753422,0.5152519894,0.7114646188,0.607984608,-0.09362549801,-0.453601108,-0.204798629,2285,2340,1671.5,731,495.5,407.5,1098,1049.5,703,589,515.5,416,
1,1270.2475,1220.9123,874.4588,739.4143,696.1176,351.81995,-34.08,-52.62375,-42.0118,637,218.5,242.5,713,272.5,296,-0.3870621105,-0.6406198483,-0.4456928839,0.4036537625,0.5046870275,0.4497652582,0.4304078014,0.6406198483,0.5393818544,0.01966392563,-0.2008797654,0.005093378608,1613.5,1244,772,642.5,324.5,231,685.5,409.5,293,389,211.5,171.5,
1,2210.5922,2152.34515,1756.8663,1306.9568,1106.92135,660.57185,-415.3582,-411.2612,-359.46285,695.5,329,331,847.5,483,507.5,-0.4379973475,-0.6168187227,-0.4862060238,0.333025972,0.3379287707,0.2826561817,0.5051188617,0.6168187227,0.5048692978,-0.1228978008,-0.3523298693,-0.2359804291,2168.5,2038,1468,713,516.5,483,1085,1008.5,821,607.5,514.5,487,
1,2394.4509,2163.86665,1715.97195,1435.3969,1041.19315,611.5596,-503.7384,-474.45325,-371.4587,679,322,287,869,519,464,-0.4584826297,-0.5843843844,-0.5044058745,0.3315317878,0.2912383749,0.2723577236,0.5092697082,0.5843843844,0.4614785992,-0.1497064579,-0.353271028,-0.2690035447,2340.5,1978.5,1408.5,761,513.5,519,1175,1086,805.5,644,533,510,
1,2026.1288,2066.29105,1633.81015,1147.8264,1049.4054,643.5735,-415.2694,-395.79615,-254.64265,724,290.5,283,849.5,479.5,459,-0.4227959912,-0.6050247117,-0.5075107296,0.3393028462,0.3419421488,0.3377767198,0.4919843249,0.6050247117,0.4911117007,-0.09747675963,-0.3317073171,-0.2048505847,2094,1948.5,1405,713,496.5,479.5,1033,955.5,695.5,626,514.5,418.5,
1,2407.2784,2300.63845,1896.95325,1462.4658,1144.81785,718.9766,-485.0174,-480.8977,-367.64435,674,329,347.5,889.5,555.5,508.5,-0.4493964717,-0.5885947047,-0.5170940171,0.3366633367,0.3216266174,0.2990445212,0.5177442878,0.5885947047,0.4839758477,-0.1328296369,-0.3293087836,-0.2579350602,2341.5,2145,1597.5,744,517.5,555.5,1162,1101,862,662.5,590.5,526.5,
1,2510.9223,2328.0849,1878.73525,1537.18,1140.89645,682.08075,-489.0839,-504.89745,-387.90545,693.5,360.5,360,887.5,539,528.5,-0.4597473748,-0.5988837209,-0.4925588094,0.3422893927,0.3046910581,0.2873706004,0.5344744841,0.5988837209,0.4850728445,-0.1393939394,-0.3598574822,-0.2390208783,2398,2148.5,1554.5,727.5,554,539,1175,1145,860.5,659,587,549,
1,1743.643,1718.71525,1293.33805,747.1026,733.584,472.5195,-290.8202,-303.40695,-289.07305,722.5,327,267,860,430,356,-0.3636699963,-0.5567010309,-0.5,0.3294860234,0.3173391494,0.2706722189,0.4182377838,0.5567010309,0.4973711882,-0.03883766415,-0.2907216495,-0.2652218782,1843,1510,1068,756,497,358.5,929.5,782.5,613,588.5,418.5,382.5,
1,1085.7187,968.9814,546.6031,584.7101,473.9603,40.32505,146.3866,121.28115,81.511,691.5,241,210.5,757,281,275,-0.3452972973,-0.5451234318,-0.1255961844,0.4550982226,0.6767676768,0.4936708861,0.3985165206,0.5451234318,0.1780366057,0.1302724897,0.2086021505,0.3924050633,1555.5,954.5,354,669,323,247,582.5,184,120,387,107.5,52.5,
1,2036.7533,1824.90115,1354.7922,1133.8195,860.7855,479.47795,-382.016,-385.54885,-236.00695,822,327,271,956.5,409,411.5,-0.4024675933,-0.6040658277,-0.4608581723,0.3387000596,0.3021611002,0.2987769365,0.4599252154,0.6040658277,0.4773103677,-0.07383200194,-0.3693138011,-0.1879625062,2245,1657,1115,830.5,477,394.5,1109,888,602,643,456.5,357,
1,2149.9184,1906.37845,1311.6636,1235.99,976.2799,514.1296,-344.5665,-325.2144,-165.9542,842,327.5,254.5,1036.5,399,399.5,-0.3929721816,-0.6376021798,-0.4781188766,0.3493121543,0.3465272591,0.3665458937,0.4632420794,0.6376021798,0.5026560425,-0.05060682391,-0.3736263736,-0.1352813853,2378.5,1803,1131.5,872.5,515.5,374.5,1147,875,524.5,678.5,418,318,
1,2229.6496,2062.82155,1607.94675,1287.8693,1049.09005,631.9818,-405.6481,-447.01685,-368.4389,774.5,323,319.5,982.5,418,444.5,-0.404996215,-0.6444822454,-0.5078881816,0.3476619227,0.3206967213,0.2836946277,0.4683544304,0.6444822454,0.5363790186,-0.06672999288,-0.4081415929,-0.2619344126,2320,1933.5,1362,840,534.5,411,1123,994.5,760,661,534,484,
1,2212.92,1960.6871,1419.0334,1193.6596,913.04375,546.9978,-355.8448,-364.07585,-277.50795,815,344,314.5,1002.5,445.5,411.5,-0.396720325,-0.5989196489,-0.4877061936,0.3484386347,0.3140954495,0.2808145766,0.4586017282,0.5989196489,0.5256942228,-0.05602636535,-0.3508196721,-0.2397228637,2321,1776,1195,861.5,554.5,371.5,1121.5,927,671,676,454,359.5,
1,1668.4107,1771.1342,1506.34055,854.5799,932.4066,659.72435,-304.7798,-308.8022,-235.0873,674,279.5,278.5,799,391.5,421,-0.3860929697,-0.6253588517,-0.5222695035,0.3447633246,0.3539258669,0.3318441301,0.4317460317,0.6253588517,0.5481823428,-0.04767580453,-0.3485856905,-0.2303473492,1804,1698.5,1341.5,716,426.5,391.5,879,810.5,673,551.5,400,337.5,
1,1268.4209,1330.67705,1080.1627,584.2643,654.51195,400.3257,-151.4439,-187.08155,-146.9737,680.5,269.5,284,779,297,348,-0.3380072233,-0.6155339806,-0.4489311164,0.3329100529,0.3832086451,0.3832199546,0.3933628319,0.6155339806,0.5281837161,-0.005743458839,-0.3040421793,-0.07936507937,1574.5,1248,915,685.5,367,282.5,788,556.5,408,478,298,298,
1,1078.0107,1128.61815,939.97085,459.9215,500.48405,299.54575,-111.8927,-179.833,-133.2838,671.5,232.5,254.5,740.5,281,312,-0.3325822443,-0.5651837524,-0.41325811,0.3425652667,0.3450797872,0.3143856581,0.3661353661,0.5651837524,0.467057101,0.01126664391,-0.2734324499,-0.1136363636,1478.5,1011.5,751.5,686,312,273,724,492.5,392,460,267.5,232.5,
1,1954.5023,1839.4565,1368.8568,1042.7822,942.4105,541.9173,-337.7108,-341.1039,-246.5238,806,316.5,279,976.5,398.5,381,-0.3790143084,-0.6273959794,-0.5093367675,0.3336408364,0.3450540958,0.3131652661,0.4337190083,0.6273959794,0.515680569,-0.05194174757,-0.36035313,-0.2334004024,2168.5,1740.5,1172,856.5,456.5,374.5,1083.5,847.5,613,624,438,357,
1,1816.3774,1660.3686,1108.58125,929.063,801.83705,380.0056,-227.0949,-236.1388,-182.6977,801,307.5,284,975,366.5,356,-0.3435448578,-0.6151220793,-0.4324432045,0.3352291736,0.3574580759,0.2749201845,0.4205374622,0.6151220793,0.4919053549,-0.009398018796,-0.3302878026,-0.1787773933,1995.5,1538,898.5,814,495,306,993.5,728,511,551.5,342.5,252,
1,2150.2091,1951.72055,1402.73985,1147.3881,933.2855,475.2892,-382.7743,-412.76225,-308.02425,810,326.5,290.5,982.5,430,424.5,-0.401735424,-0.611825773,-0.4543701799,0.3348796753,0.3164976959,0.2781700085,0.4428078972,0.611825773,0.4863711002,-0.07724818032,-0.3662490789,-0.2016925247,2302,1785.5,1131.5,889,515.5,391,1147,927,639,661,514.5,441.5,
1,1945.8385,1876.1846,1418.7167,1000.2395,956.05895,609.17155,-346.746,-342.29695,-231.75965,784.5,336,296,912,388.5,375.5,-0.3768363512,-0.6403610275,-0.5402509948,0.3331128019,0.3521556658,0.3458143889,0.43314367,0.6403610275,0.541194487,-0.05,-0.3721212121,-0.2391084093,2015,1772,1258,797,494.5,374.5,1008,849,611.5,607,455,356,
0,3515.0827,3218.3589,3000.017,2459.846,2038.2603,1511.24975,-1046.6945,-1046.21985,-1090.8692,1008,378.5,438.5,1167.5,437.5,619,-0.5281398404,-0.7637370055,-0.6287856072,0.3146731572,0.2595449287,0.1853791598,0.5803552769,0.7637370055,0.6672805402,-0.2560140194,-0.6288441145,-0.5019110843,3781,3266,2716,1004,550.5,542,1971,1920,1866.5,1020,849.5,917.5,
1,1518.8265,1404.00245,956.75075,671.5863,631.60795,274.85125,-307.065,-232.7068,-47.2502,692.5,253.5,271,752,355,311.5,-0.3362753751,-0.5610510046,-0.415846226,0.2471169687,0.333157339,0.3628158845,0.378870674,0.5610510046,0.3771089831,-0.09723889556,-0.2802838317,-0.06245297216,1514,1262.5,755,682,382,341.5,914,631.5,353,582,326.5,171.5,
1,747.208,698.8482,533.47005,204.277,165.34755,29.02255,-48.6514,-58.7572,-24.73425,918.5,224,230,971,228,237.5,-0.2767225326,-0.3891493637,-0.1487455197,0.3232966609,0.3252396166,0.2495126706,0.3348909657,0.3891493637,0.1981308411,0.05115020298,-0.07317073171,0.1046511628,1714,518.5,320.5,854,268.5,214.5,876.5,264,192.5,587,153.5,109,
1,1930.1952,1967.58155,2014.40335,1104.7468,1014.99585,520.0576,-341.9116,-409.85665,-650.3331,884.5,298,438,1006,448.5,602,-0.4027014992,-0.6101694915,-0.4096592302,0.3146911519,0.2981779958,0.08164033108,0.4425278583,0.6101694915,0.4141662568,-0.1007821229,-0.3813793103,-0.3393689986,2362.5,1852.5,1437.5,913,442.5,595.5,1231.5,1001.5,1220.5,712.5,428,604,
1,2233.1605,2224.86755,2272.0239,1292.7683,1198.4807,767.37935,-482.8012,-494.06145,-651.6844,904.5,298,460.5,1041.5,493,602,-0.4265657261,-0.6258064516,-0.4960234408,0.3118987342,0.3248801608,0.1641693811,0.4414464534,0.6258064516,0.4750309534,-0.1322641116,-0.3777216788,-0.3612732095,2591,2142,1787,1004,457,636,1359,1091.5,1283,785,568.5,649.5,
1,1085.6184,991.874,725.28265,453.7585,375.0123,159.08725,-130.0392,-126.878,-50.08005,856,245.5,234,947,274,271.5,-0.312522686,-0.5096196868,-0.3204005006,0.3291674325,0.3566546039,0.2952731737,0.3515230798,0.5096196868,0.3456632653,0.01855337456,-0.1869436202,-0.02775290958,1808,843.5,527.5,867.5,305.5,256.5,912.5,400,287,605,235,132,
1,1238.2384,1151.6227,804.6351,501.7552,436.6135,164.50205,-159.0973,-164.58605,-115.7664,753.5,267,278.5,797.5,336.5,276,-0.3060691755,-0.4878234399,-0.345971564,0.2474548099,0.3331060348,0.233441911,0.334518782,0.4878234399,0.3451746596,-0.06341749853,-0.1847365233,-0.1224165342,1501,977.5,568,748.5,324,276.5,905.5,489,353,587,271.5,190.5,
0,4125.69,4002.45,3901.5548,779.0897,785.7536,559.86095,-2310.1519,-2335.9237,-2431.9518,930.5,645,707.5,1196.5,1124,951,-0.4091358025,-0.3847837986,-0.4107806691,0.04523809524,-0.08075211191,-0.1371731717,0.3765074771,0.3847837986,0.3390179359,-0.3707599264,-0.4515066488,-0.5187246964,2853.5,2530,2277,1292.5,934,1124,2606.5,2974.5,3001,1807.5,2083,2153.5,
0,5022.1602,4665.72095,4089.57525,369.9525,377.546,159.36855,-2719.9779,-2463.6701,-2322.7087,1221.5,1041,964.5,1481,1585,1171,-0.3163300635,-0.2408094839,-0.2832440704,0.00946986459,-0.09073359073,-0.1601402103,0.2669110297,0.2408094839,0.1986849628,-0.3077821921,-0.3244539158,-0.4241455618,2851.5,2590.5,2096.5,1650,1290,1401.5,2798,3107.5,2896,2296,2532,2271.5,
0,1066.9458,809.3882,619.90765,278.2654,133.4421,-0.7358,139.259,92.13565,95.89805,662,318,325.5,815,298,361.5,-0.2954398098,-0.320022818,0,0.3887859129,0.5173770492,0.4547283702,0.3515219842,0.320022818,0.1717990276,0.1054594778,0.2365145228,0.4547283702,1498.5,578.5,361.5,719,404,255.5,659.5,184,135.5,424,96.5,52.5,
0,708.0936,643.2598,646.9156,110.8031,57.5147,-90.81645,127.4757,83.87655,38.6084,454,273.5,371,539.5,251.5,394.5,-0.06010452962,-0.2553663953,0.1368876081,0.4574850299,0.540417802,0.3092896175,0.1919686582,0.2553663953,0.03098106713,0.408616188,0.3306878307,0.4280542986,608.5,424,299.5,412.5,348.5,281.5,226.5,126.5,158,110.5,89.5,131.5,
0,827.2011,718.79465,627.0339,71.7038,-0.84055,-112.59995,130.6985,103.12645,83.51135,643,300,326.5,797,322,386,-0.2239532619,-0.1326599327,0.1652830189,0.3760262726,0.461337967,0.3277310924,0.3039419087,0.1326599327,-0.07447698745,0.1660570593,0.3501048218,0.4676806084,1257,420.5,276.5,671,410.5,321,570,155,140,369.5,83,87,
0,3444.6837,3151.75665,2996.4948,395.9107,394.0482,238.18005,-1569.8513,-1241.85635,-1238.8402,961,622,645,1236.5,1145.5,918.5,-0.3428988973,-0.2543531326,-0.3028462998,0.1246105919,0.03006815448,-0.008949191686,0.3059431525,0.2543531326,0.2088028169,-0.2280318402,-0.2260135135,-0.3109527382,2527,1927,1716.5,1343,933,1123.5,1967,1814.5,1747.5,1407.5,1436.5,1436.5,
0,3684.1081,3582.0812,2992.30805,1039.0047,921.84385,780.0435,-1412.15,-1349.08515,-960.29905,985.5,741,676,1159,1051.5,863,-0.4337364114,-0.4209004544,-0.43335522,0.1919171405,0.1292263924,0.1644219229,0.4015522388,0.4209004544,0.4263312643,-0.2637764015,-0.3084511674,-0.2895657543,2934.5,2580,2183,1253,939.5,878,1989.5,1989.5,1566.5,1548,1548,1162.5,
0,4019.5866,3634.83675,2984.06845,146.4109,187.2391,3.3011,-1720.2761,-1471.63735,-1246.62245,1200,907.5,830.5,1497,1332.5,1009.5,-0.2548531608,-0.2040023895,-0.2007125891,0.06663845991,0.003110613413,-0.07332722273,0.2221548903,0.2040023895,0.1321388578,-0.1914663786,-0.2010193374,-0.2700650759,2521,2015.5,1516.5,1604.5,1223.5,1162.5,2206,2003,1756.5,2020,1831.5,1446.5,
0,3673.8293,3251.88225,3045.42095,1279.2361,1187.6416,969.40685,-1498.7324,-1059.0941,-1038.79235,939,575.5,590,1159.5,832.5,757.5,-0.4581142657,-0.5184381779,-0.5101842871,0.2153082092,0.1812352346,0.1394072448,0.475177305,0.5184381779,0.4628875666,-0.2693761815,-0.3721719457,-0.3991671624,3120,2625,2335.5,1110,822.5,857.5,2014.5,1819.5,1764,1328,1116,1061,
0,3844.4761,3548.8375,3371.73595,2272.2594,1828.7656,1370.75225,-1467.2685,-1477.86845,-1530.83585,867,403,465,1123.5,615,699.5,-0.545325779,-0.6784734022,-0.5924847073,0.2357605178,0.1475292646,0.06808635342,0.5956957794,0.6784734022,0.5821154681,-0.3552367288,-0.59,-0.5464418869,3818.5,3210.5,2733.5,967.5,658,722,2361.5,2385,2385,1129,1150.5,1184,
0,3591.7229,3145.366,2805.8378,2956.8306,2383.196,1708.2301,-831.2633,-764.1322,-754.5881,540,278.5,360,684.5,350,502,-0.7187756779,-0.8205818275,-0.6974080772,0.3917165669,0.3600765917,0.2784019975,0.7679873217,0.8205818275,0.7082195936,-0.4552327895,-0.6536368135,-0.5199617499,4183.5,3551.5,2816,549,441.5,481,1828.5,1671,1589.5,744,654,628,
0,3534.0779,3373.16925,3142.8151,1820.3335,1519.2114,993.98675,-1324.2561,-1457.3874,-1666.3382,513.5,434,478,759,660.5,699.5,-0.6410074495,-0.6257790368,-0.5291147762,0.1949371448,0.1114554082,-0.03973789896,0.674267101,0.6257790368,0.5130724396,-0.5097690941,-0.552885429,-0.5571383349,3469.5,2869.5,2271.5,675,691,731,2337.5,2294,2459.5,1177,1165,1207.5,
0,3371.564,2837.2392,2496.11245,2617.6324,1993.85665,1406.2004,-889.6921,-752.4627,-822.21425,805,279,327,963.5,350,502,-0.5953805774,-0.7951719093,-0.6522341531,0.3648284534,0.3284971849,0.2177687005,0.6495874946,0.7951719093,0.7102904267,-0.2945268168,-0.6316758748,-0.5063913471,3799,3067.5,2385,807,461.5,404,1768,1550.5,1532,821.5,649.5,649.5,
0,3389.6713,2920.5794,2644.79935,2470.1095,1842.91025,1256.80505,-891.1377,-944.71835,-1014.627,625.5,279.5,377.5,820,437.5,536,-0.6414516834,-0.7422680412,-0.6239256271,0.3571945047,0.2530452283,0.1352544451,0.6887089519,0.7422680412,0.6307909107,-0.3687451886,-0.6023630993,-0.5337103088,3754,2957.5,2314.5,692,482,524,1778,1763,1763,802.5,750,763.5,
0,3162.0491,2919.32205,2856.1703,2449.7867,2057.82965,1751.91795,-733.1887,-760.6908,-817.67725,530.5,304,378,668.5,330,578.5,-0.7052469136,-0.8111587983,-0.6648805214,0.3889387682,0.3396825397,0.288933737,0.7623604466,0.8111587983,0.7535082367,-0.4358649789,-0.6507936508,-0.4653419593,3867.5,3165,2874,521.5,511.5,404,1701.5,1560,1585.5,723,685.5,738,
0,617.8619,558.9156,453.1838,40.8166,25.7238,-19.36175,3.7301,12.05385,67.52595,412.5,225.5,224,456.5,248.5,224.5,-0.264006449,-0.1583403895,-0.05771248688,0.3617021277,0.372116349,0.4257425743,0.3132328308,0.1583403895,0.04455958549,0.1080097087,0.2271604938,0.3773006135,784,342,252,410,249.5,230.5,367.5,156.5,101.5,226.5,115.5,45,
0,653.2193,579.6876,463.4262,22.4786,15.6741,-28.0231,-28.8028,-12.71805,75.4832,379,271.5,293,395,232,244,-0.1063348416,-0.1916376307,-0.01612903226,0.3707077786,0.3372434018,0.4672489083,0.2,0.1916376307,0.08038585209,0.2752219532,0.1556662516,0.4545454545,489,342,252,326,273.5,214.5,224.5,169.5,91.5,165.5,143.5,45,
0,575.3632,526.39925,414.699,68.7822,48.8681,-15.17465,6.0267,16.50025,43.8682,392.5,216,233.5,425.5,216.5,210,-0.2851742965,-0.2247090421,-0.04761904762,0.351590106,0.4088568486,0.4325581395,0.3391684902,0.2247090421,0.1026252983,0.0738170347,0.2027777778,0.3930348259,765,342,231,377.5,236,188,367,143.5,91.5,226.5,101.5,63.5,
0,605.5953,575.7007,428.5519,44.118,60.391,-25.22575,69.6736,76.27225,81.3669,237.5,212.5,238,319.5,246.5,267.5,-0.2672018349,-0.2230102443,0.07214428858,0.4597093791,0.5381565907,0.453689168,0.3393939394,0.2230102443,0.1089820359,0.2194656489,0.3581267218,0.509167842,552.5,388,231.5,272.5,286.5,186,204.5,116.5,87,125,77.5,25.5,
