1005,TCB_05_T1,TCB_05_T2,TCB_05_T3,TCG_05_T1,TCG_05_T2,TCG_05_T3,TCW_05_T1,TCW_05_T2,TCW_05_T3,blue_05_T1,blue_05_T2,blue_05_T3,green_05_T1,green_05_T2,green_05_T3,mndwi_05_T1,mndwi_05_T2,mndwi_05_T3,ndmi_05_T1,ndmi_05_T2,ndmi_05_T3,ndvi_05_T1,ndvi_05_T2,ndvi_05_T3,ndwi_05_T1,ndwi_05_T2,ndwi_05_T3,nir_05_T1,nir_05_T2,nir_05_T3,red_05_T1,red_05_T2,red_05_T3,swir1_05_T1,swir1_05_T2,swir1_05_T3,swir2_05_T1,swir2_05_T2,swir2_05_T3,.geo
0,3757.0729,3688.9158,3681.477,1769.6471,1961.1292,1822.88825,-1315.09075,-1207.0273,-1219.49855,587,526,576,877,643,824.5,-0.5813342881,-0.6860351563,-0.6033674083,0.1858945673,0.2360837659,0.2145394917,0.6469857054,0.6860351563,0.6596539275,-0.443351317,-0.5369103349,-0.4466442953,3312.5,3453,3333,710,774,683.5,2274,2134,2155.5,1164.5,1109,1114,
0,3422.1073,3291.6008,2970.38245,2630.1143,2273.2105,1389.42495,-674.37245,-761.2312,-948.77245,363.5,361,453,501.5,477,677.5,-0.7731025902,-0.7630990812,-0.5902630783,0.3939178375,0.351094196,0.2066077779,0.8183505394,0.7630990812,0.6166615432,-0.5452278395,-0.5627864345,-0.4369416165,3919,3550,2629.5,391.5,530,623.5,1704,1705,1729,611.5,709,877,
0,3770.5911,3970.0276,3954.8546,2476.4454,2624.6823,1929.65145,-1097.68515,-1175.437,-1546.7518,405,422,511.5,681,510,774,-0.7039452233,-0.7806923242,-0.6389925373,0.2948463826,0.2973057644,0.1585888559,0.7769466168,0.7806923242,0.6439766082,-0.516249334,-0.6294950963,-0.5345760673,3919.5,4141,3514,492,697,761,2134.5,2243,2552,937.5,1017,1274.5,
0,942.1462,1168.1541,823.17515,73.45825,218.9064,79.38,165.86395,219.4209,188.6216,329,386,322,492.5,445,446,-0.1185682327,-0.3262679788,-0.1102244389,0.6371971185,0.6894889103,0.6037463977,0.1859582543,0.3262679788,0.2071583514,0.5610142631,0.4686468647,0.528706084,625,876,556.5,429,620,365.5,138.5,161,137.5,135,141,33,
1,3009.626,2693.14435,2561.012,776.4522,1153.30995,620.7189,-1478.50985,-798.1535,-1029.3177,492,475.5,496,730,643,701,-0.480149546,-0.5645843914,-0.4293854294,-0.01282355735,0.2038556728,8.55E-04,0.4336954647,0.5645843914,0.3953118792,-0.4899563319,-0.407646246,-0.4286878566,2078.5,2310.5,1756,821,627,761,2132.5,1528,1753,1270.5,765.5,834,
1,2494.5321,2737.4506,2624.9056,900.2907,970.22905,584.6071,-1051.94025,-1203.39155,-1344.3258,425.5,402.5,513,594.5,678,668,-0.531797598,-0.5147611379,-0.4391267842,0.06956282651,0.05653313366,-0.07401404646,0.5430384768,0.5147611379,0.4095394737,-0.479991253,-0.4719626168,-0.4969879518,1945,2116.5,1714,576,600,718,1692,1890,1988,855.5,980,1045,
1,2823.3341,2630.0327,2432.6852,1001.14245,1057.30585,596.1886,-1197.3264,-975.42195,-1072.1028,445,401.5,464,652.5,620.5,668,-0.5421052632,-0.5540783327,-0.4246339363,0.08264564602,0.126742217,-0.02705882353,0.5257767749,0.5540783327,0.4191334191,-0.4810101412,-0.4596124537,-0.4465617233,2197.5,2162.5,1654,683,600,677,1862,1676,1746,1044.5,828,830,
1,3026.4612,2777.25255,2646.0935,1312.7058,1250.22275,919.5155,-1092.0409,-1018.38435,-1140.3929,426.5,378,464,709.5,600.5,669,-0.5676416819,-0.5981933757,-0.501490313,0.1569597481,0.1454262079,0.03016359918,0.5948543087,0.5981933757,0.539931219,-0.4508513932,-0.49590766,-0.4785658613,2572.5,2388.5,2015,653.5,600.5,602,1874.5,1782,1897,959,828,830,
1,3890.0459,2929.58395,2901.1442,1376.56385,1504.3637,1308.9151,-1055.20065,-925.51065,-1005.636,814.5,401,464,1089,581,669,-0.4830900676,-0.6463785758,-0.579245283,0.1978148361,0.2305242807,0.1711753731,0.5081452878,0.6463785758,0.6147909968,-0.315417256,-0.4886688669,-0.4529844644,3124.5,2705,2511,1019,600,599,2092.5,1691.5,1777,1131,850.5,871,
1,1013.2767,1186.7685,891.7588,258.39275,265.7617,41.6904,-113.3392,-120.3491,-115.3354,294.5,341.5,269,386,387,387,-0.3257641921,-0.3800560673,-0.1475770925,0.2875318066,0.2848620433,0.1774011299,0.4107806691,0.3800560673,0.1668533035,-0.04218362283,-0.1067512983,0.03062583222,759,861.5,521,317,478.5,372,420,479.5,364,219.5,260,250,
1,2948.9341,2632.41305,2532.297,768.51515,1090.5703,736.3175,-1464.0218,-928.9738,-1050.4263,500,377.5,440,710.5,639.5,669,-0.4828966521,-0.5506762691,-0.4654414702,-0.01878160366,0.1597477667,0.03323943662,0.4409476662,0.5506762691,0.4607726006,-0.4971691437,-0.4286352468,-0.4389937107,2037.5,2207,1834,790.5,576.5,677,2115.5,1599,1716,1233.5,850,874,
1,2876.1835,2638.24095,2560.3816,865.2682,1038.9594,743.1378,-1339.39695,-1062.337,-1198.9986,481.5,341.5,415,671.5,620,669,-0.5138461538,-0.5505617978,-0.4643714972,0.01751824818,0.1037151703,-0.002182214948,0.4751322751,0.5505617978,0.4827725983,-0.5008362758,-0.4739075095,-0.4660814046,2091,2139,1829,744,600.5,638,2019,1737,1837,1113.5,893,960,
0,4511.6968,2993.5499,3022.3452,1061.88745,1316.48995,1125.0788,-1304.63785,-764.305,-867.8263,1149.5,525,608,1406,696,816,-0.3906165348,-0.5802804161,-0.5028936948,0.1581987185,0.2538277512,0.200486618,0.4026229508,0.5802804161,0.5308718585,-0.2477260567,-0.3828419419,-0.3363155754,3208.5,2620.5,2467,1366.5,766.5,756,2332,1559.5,1643,1593,831.5,919,
0,3000.2411,3600.5308,3598.2601,1009.25675,1522.9819,1360.3297,-839.85975,-911.45255,-966.809,600,667,641,839.5,891,946,-0.4770285002,-0.5558878505,-0.5179617834,0.1956631367,0.2714867617,0.2366127024,0.4865203762,0.5558878505,0.51525941,-0.3103306634,-0.3349505505,-0.3206463196,2371,3121.5,2979,819,888,953,1595,1788.5,1839,941,1094.5,1141,
1,2218.5411,2657.22445,2598.1391,1164.69765,1471.8734,1254.5092,-545.6137,-1091.2372,-1260.5314,348.5,316.5,338,543,402,504,-0.5886363636,-0.7217030114,-0.6343852013,0.302484472,0.166783955,0.09475218659,0.6695859873,0.7217030114,0.6971751412,-0.3481392557,-0.6308539945,-0.5741444867,2097,2487,2253,415,471.5,402,1123,1776,1863,597.5,833,964,
1,2315.03365,2545.3055,2565.8255,678.17855,1015.3295,905.9985,-1257.48365,-1245.9785,-1378.4254,404,376.5,387,543.5,499.5,568,-0.5022893773,-0.6051383399,-0.5461446264,-0.02597595369,0.04181631606,-0.005397070162,0.5172254335,0.6051383399,0.5776600082,-0.5214615893,-0.5779467681,-0.5499207607,1640.5,2030.5,1935,522,544.5,518,1728,1867.5,1956,1027,942,1053,
1,7210.5243,732.37945,621.2113,-1520.95365,104.34555,17.8819,-968.3068,80.7884,66.8284,10198,266,234,2369.5,282.5,323,-0.08425120773,-0.2888609188,-0.07845934379,0.06299138013,0.5306427504,0.4622823985,0.09312293006,0.2888609188,0.1437216339,-0.02137325761,0.2855517634,0.3982683983,2805.5,512,378,2327.5,371.5,283,2473,157,139,2053.5,106.5,97,
1,1834.3722,1957.017,1847.0683,1009.64845,1096.17625,1160.5067,-232.2481,-230.1678,-201.2507,307.5,378,269,503,362.5,470,-0.5641247834,-0.6856027754,-0.6099585062,0.4000387822,0.4139687159,0.447761194,0.6628281898,0.6856027754,0.7213842059,-0.2119075597,-0.3792808219,-0.2231404959,1805,1943.5,1940,366,545.5,314,773.5,805.5,740,357.5,370.5,340,
1,2540.1344,2236.9705,2187.5065,1596.4472,1346.20085,1244.9938,-523.9055,-436.9932,-390.821,354,353,291,541,381.5,507,-0.658459596,-0.7115311909,-0.6209345794,0.3652072236,0.3467202142,0.3592476489,0.7374338624,0.7115311909,0.661302682,-0.3860992908,-0.4842852315,-0.3368214519,2627,2263.5,2168,397,495.5,442,1221.5,1098,1022,581,458.5,474,
1,4915.1226,969.67125,820.3078,-208.3942,-34.2121,-200.5471,-934.0218,223.19675,168.5196,1920,304,361,2155,499.5,568,-0.07172087013,-0.05621162022,0.2678571429,0.07869065684,0.6333089847,0.4047109208,0.08967480565,0.05621162022,-0.1717171717,0.007009345794,0.5984,0.6067892504,2488,559,328,2078.5,594,464,2125,125.5,139,1678,106.5,97,
1,4154.50665,791.9158,678.3174,-209.0039,15.97855,-87.4618,-453.82105,203.9687,151.9735,1714.5,303,266,1938.5,381,442,-0.0448386302,-0.1236342726,0.1435963777,0.1377598927,0.5912052117,0.4085106383,0.07367088608,0.1236342726,-0.04610951009,0.0934988013,0.5044422507,0.5215146299,2120.5,488.5,331,1829.5,470.5,363,1607,125.5,139,1164.5,18.5,27,
1,5337.96355,1138.612,977.1687,-54.8394,429.35685,175.767,-1133.4534,-26.83945,71.543,1952,303,266,2207,302,442,-0.122726821,-0.5270164448,-0.2252410167,0.08353313513,0.399856425,0.398,0.1223922114,0.5270164448,0.2697547684,-0.03959965187,-0.1611111111,0.1897711978,2824.5,975,699,2208.5,445.5,402,2389,418,301,1883,149,94,
1,1090.6482,674.35885,714.2642,-58.96945,76.6625,-69.5363,48.0528,127.4972,177.375,460,290,298,581.5,282,469,-8.59E-04,-0.244474213,0.1087470449,0.3554392088,0.6156521739,0.6427015251,0.07077205882,0.244474213,0.02029769959,0.35468841,0.4369426752,0.7023593466,582.5,464.5,377,505.5,346,362,277,110.5,82,237.5,62,71,
1,1250.61385,2723.9316,1653.8151,370.4796,1619.48195,930.2967,0.12975,-438.98095,-89.2373,362,414,268,526,480.5,471,-0.3078947368,-0.703257681,-0.5585754452,0.3810350816,0.379,0.4613356766,0.4405797101,0.703257681,0.6432806324,0.0828615543,-0.4420899855,-0.13099631,994,2758,1663,386,668.5,361,445.5,1242,613,151.5,541,250,
1,1423.8832,2248.1201,1964.4818,589.40895,1116.3528,942.3968,-201.8499,-372.7272,-403.6866,316,395.5,333,427.5,522,477,-0.4895522388,-0.602058319,-0.5808435852,0.3567156063,0.33981511,0.305041712,0.5463278587,0.602058319,0.5892226148,-0.1609421001,-0.3296950241,-0.3351916376,1247.5,2101.5,1799,366,573.5,465,591.5,1035.5,958,340.5,480,474,
1,1623.7639,2028.3616,1764.5168,787.72205,971.07695,779.8461,-196.1432,-308.53175,-337.6969,306.5,433,333,465,463.5,430,-0.5310136157,-0.6032527284,-0.5702148926,0.3913840513,0.3528349585,0.3108051731,0.5987361769,0.6032527284,0.5432220039,-0.1762621789,-0.3181316661,-0.3152866242,1518,1873,1571,381,549.5,465,664,896,826,340.5,435,438,
1,745.2355,944.55155,668.7321,146.83165,257.5579,233.8288,39.67765,28.84105,3.0474,260,359.5,280,332.5,287,254,-0.2413006275,-0.4440677966,-0.3797313797,0.4334650856,0.4755071747,0.4618369987,0.3300733496,0.4440677966,0.535326087,0.2146118721,0.03985507246,0.09956709957,544,745.5,565,274,402.5,171,215,265,208,100,149.5,96,
1,1147.8925,1605.07545,1265.5709,460.29855,716.3981,525.4416,-37.39475,-139.7792,-168.1822,297.5,347.5,270,389,404.5,332,-0.4452762923,-0.5663361029,-0.5411195577,0.4494100822,0.4150121065,0.3639143731,0.5206301575,0.5663361029,0.5067567568,0.005167958656,-0.1978185424,-0.220657277,1013.5,1461,1115,319.5,500.5,365,385,604,520,203,326,296,
1,624.2234,1155.7426,788.1225,156.53025,422.79835,309.253,70.75205,54.4155,39.2167,251,323,183,274.5,346,283,-0.281883584,-0.4860750093,-0.4259634888,0.5506329114,0.5084809649,0.5433589462,0.3930348259,0.4860750093,0.4768907563,0.3181272509,0.02976190476,0.1527494908,490,1000.5,703,213.5,451.5,249,142,326,208,66,150.5,117,
1,1216.85815,1032.232,727.0986,584.04395,334.0215,292.8755,202.34885,62.16535,70.2643,288.5,310,207,464,306.5,284,-0.4402895054,-0.4751712329,-0.3963868225,0.7093772369,0.5301953819,0.5755395683,0.547133139,0.4751712329,0.5103448276,0.3913043478,0.07355516637,0.2321041215,1194,861.5,657,349.5,452,213,203,264.5,177,100,149.5,72,
1,657.2116,1358.81535,1009.5481,111.12485,570.7807,526.8735,55.3962,-60.0343,-45.5688,250.5,359.5,207,313,326,332,-0.2015306122,-0.57469015,-0.4927425516,0.5072,0.4047134129,0.4231609614,0.3193277311,0.57469015,0.6420168067,0.3404710921,-0.2214925373,-0.08791208791,471,1207,977,243,500.5,213,154,511.5,396,100.5,193,117,
1,1318.42125,1857.13525,1369.0244,647.4947,1054.0574,775.9675,102.22165,-95.5796,-25.2343,288.5,360,208,464.5,385.5,381,-0.4685354691,-0.6586985392,-0.5692481628,0.5958967983,0.4588281098,0.4789557805,0.5719534599,0.6586985392,0.6177156177,0.1766941102,-0.2864414623,-0.124137931,1283.5,1873.5,1388,349.5,525,328,325,695,489,151.5,259,162,
1,645.5102,820.187,537.623,160.52035,171.75535,100.012,79.05545,61.0763,-6.4634,223.5,310.5,207,294,287,253,-0.2672897196,-0.3579418345,-0.2018927445,0.5927956147,0.4435196195,0.3655913978,0.3808553971,0.3579418345,0.3804347826,0.3867924528,0.1017274472,0.176744186,508.5,607,381,228,378,171,130,234,177,83,84.5,94,
1,700.51775,1153.2582,814.624,196.01495,439.8188,368.5347,58.50115,-29.8775,-34.7894,232,323,207,312.5,326.5,254,-0.2848970252,-0.5077271014,-0.4930139721,0.5175675676,0.4409221902,0.4247619048,0.4224192527,0.5077271014,0.5615866388,0.2729124236,-0.08607417775,-0.08633093525,561.5,1000,748,228,402,210,178.5,388,302,83,193,117,
1,1061.74615,1604.18745,1549.9154,372.401,728.01135,510.8235,-76.88235,-161.33845,-178.5025,288,347,365,370,405,508,-0.4117647059,-0.5655671762,-0.4223990904,0.3951296151,0.3726781096,0.2977178423,0.4893081761,0.5655671762,0.4437391806,-0.01986754967,-0.2444029851,-0.1426160338,888,1459.5,1251,304.5,476.5,482,385,667,677,220.5,283,296,
1,485.8465,953.786,721.4533,34.58955,302.84695,314.5807,58.77015,39.7144,-5.5408,223.5,347,231,275,287,254,-0.05741216795,-0.4677793231,-0.4423710209,0.4466588511,0.5199231877,0.4665178571,0.2566191446,0.4677793231,0.5869565217,0.3994910941,0.06890130354,0.03042596349,308.5,791.5,657,182.5,377.5,171,118,250,239,48,151.5,97,
1,1612.693,831.75955,702.5238,663.0006,198.7694,49.42,-384.02915,-29.70795,-53.483,297,309.5,300,446,267,316,-0.5100247185,-0.4050139276,-0.1505376344,0.2382882883,0.4321408291,0.2423802612,0.5522303783,0.4050139276,0.2387843705,-0.3093302362,0.03288201161,0.09532062392,1374.5,630.5,428,396.5,327.5,263,845.5,250,261,409.5,194.5,162,
1,1279.62385,1717.647,1566.6313,304.4706,779.48255,468.2173,-385.60485,-225.37035,-281.6661,306.5,347,365,427.5,424.5,508,-0.3585896474,-0.5706700379,-0.4072345391,0.1361355082,0.3431351351,0.2151133501,0.4243020055,0.5706700379,0.4280639432,-0.2338709677,-0.2829391892,-0.2105672106,905.5,1553,1206,366,500.5,483,688.5,759.5,779,443.5,327,340,
1,2382.42055,1716.81585,1037.3182,1210.6985,834.1793,377.0172,-274.5643,-225.1626,-59.6182,420,354.5,297,710,383,327,-0.5226088418,-0.6129358262,-0.4595041322,0.3862871136,0.3591654247,0.4173354735,0.627672956,0.6129358262,0.4765886288,-0.1708029197,-0.3254073096,-0.05217391304,2264.5,1596,883,518,497.5,313,1002.5,752.5,363,443,324,206,
0,2695.8642,2336.2279,2254.2678,570.7445,463.5545,424.521,-858.78325,-659.92335,-644.1325,649.5,664,548,842.5,732.5,710,-0.3755790254,-0.3707044674,-0.3646532438,0.1270684682,0.1459867122,0.1431784108,0.3786443825,0.3707044674,0.3312963771,-0.2609649123,-0.2375748113,-0.2336751214,1856,1595.5,1525,836.5,763,766,1437.5,1189,1143,1025.5,830.5,831,
1,914.5049,1524.5917,1179.4446,307.45285,739.89855,537.8929,6.84,-102.76865,-172.3185,238.5,329.5,240,379,342,369,-0.3368328959,-0.614973262,-0.4857142857,0.4671147384,0.4298529778,0.3451104101,0.4813378575,0.614973262,0.6042136945,0.1546077685,-0.2516411379,-0.1689189189,764,1434.5,1066,267.5,496,263,277.5,572,519,152.5,260,250,
1,977.4395,2123.3263,1680.3955,365.73465,1133.43865,835.9827,63.46,-266.6082,-229.2801,275,379,289,379.5,440,516,-0.3844282238,-0.646799117,-0.5052732502,0.509951349,0.3644828733,0.3418803419,0.4843478261,0.646799117,0.6294758692,0.1561309977,-0.3694016482,-0.1975116641,853.5,2051.5,1570,296.5,593.5,357,277,955.5,770,100.5,346.5,294,
1,1261.26125,2607.88865,2174.5508,493.7722,1505.1149,1302.6704,-12.818,-391.81605,-309.8924,321,379.5,265,454,479.5,565,-0.4173885146,-0.6885352387,-0.5929394813,0.4466273739,0.3624213836,0.381875,0.5104273504,0.6885352387,0.6962025316,0.03593839133,-0.4345518868,-0.2728442728,1104.5,2599.5,2211,358,692.5,396,422.5,1216.5,989,187,456.5,384,
1,1302.39035,1528.3318,1144.2029,447.4628,697.3893,499.3699,-46.33345,-159.24495,-126.948,320,366.5,272,492,342,381,-0.3768207726,-0.6046242775,-0.4561027837,0.4172099087,0.3641277641,0.3536828135,0.4743981011,0.6046242775,0.5900233827,0.04792332268,-0.3083923155,-0.1221198157,1087,1388,1020,387.5,495.5,263,447,647,487,237.5,258.5,205,
1,1620.06445,1903.36695,1212.7947,676.3093,861.24295,407.9554,-164.72245,-375.93535,-298.9736,356.5,366.5,265,528.5,440,369,-0.4593350384,-0.5903165736,-0.4504839911,0.3644189383,0.322237275,0.2782152231,0.5475996745,0.5903165736,0.5077399381,-0.1139983236,-0.3310528316,-0.19695321,1426.5,1708,974,417,520,318,664.5,875.5,550,306.5,500,428,
1,1284.18705,2093.50535,1659.4792,423.95885,902.1262,424.269,-97.25425,-493.79795,-458.5847,338.5,353.5,366,472,518.5,508,-0.3801707157,-0.5570269116,-0.4061952075,0.3815313835,0.2566798828,0.1473533619,0.4766420794,0.5570269116,0.4004656577,0.001591511936,-0.3504541184,-0.27532097,1051,1822.5,1203,372.5,544.5,515,470.5,1078,894,272,544.5,517,
0,5970.65335,4974.23105,5133.8351,-104.13875,-114.48745,-183.6394,-1477.19255,-1649.76845,-1252.8254,1601.5,1450.5,1505,2313,2088.5,2127,-0.147281106,-0.08729378346,-0.09700700488,0.05545192471,-0.03947495416,0.02600754417,0.07273354016,0.08729378346,0.06644655386,-0.09258532758,-0.1263334031,-0.0711790393,3112,2488,2584,2690,1855,2262,2785,2692.5,2453,2341,2099,1922,
0,2798.12945,2768.7554,2837.3103,1979.26,1634.9575,1564.9814,-651.058,-741.5765,-751.6361,289.5,386,424,452.5,419,668,-0.7422019655,-0.7347261792,-0.6056670602,0.3647216334,0.2880479492,0.273110227,0.7833503426,0.7347261792,0.699468916,-0.5175906183,-0.5665890871,-0.398469158,3058,2740,2720,371.5,616,481,1423.5,1514.5,1553,631,678,697,
0,3193.47445,2938.1247,3068.9223,139.05195,246.78625,51.8377,-1623.7602,-1400.9231,-1478.9348,744.5,664,780,957,987.5,1011,-0.2778720996,-0.2555597437,-0.2171893148,-0.09268684704,-0.04033419764,-0.09473078031,0.1961857673,0.2555597437,0.1726967549,-0.3612547973,-0.2928750448,-0.3056318681,1693.5,1665.5,1572,1138,911.5,1109,2039.5,1805.5,1901,1760.5,1553.5,1651,
0,4524.84305,4104.6329,4205.9266,1617.2668,1471.4114,1493.84,-2280.33525,-1854.8802,-1937.4494,562,543,581,956,968,947,-0.5709156194,-0.53506244,-0.5501187648,0.06277992864,0.07609427609,0.07512355848,0.5493581231,0.53506244,0.5369759774,-0.5270253556,-0.4784482759,-0.4954714971,3500,3196,3263,1018,935,983,3086.5,2744,2807,2069.5,1642,1738,
0,4368.70915,4420.9144,4422.3597,2407.47625,2221.97505,2127.108,-1495.3663,-1794.304,-1906.7596,463,460,519,733.5,870.5,759,-0.700581692,-0.6416220667,-0.6738990333,0.2459997009,0.1715020198,0.1479080731,0.6649015886,0.6416220667,0.6332005869,-0.5492395145,-0.5282482049,-0.5842235004,4166,3987.5,3896,838.5,764.5,875,2521,2820,2892,1418.5,1554.5,1638,
0,3344.0135,2730.6317,2545.6082,193.67515,63.4037,-2.8637,-1371.19755,-974.9175,-1000.9913,826.5,785,740,1143,1046.5,907,-0.2373644704,-0.1643042523,-0.1765773945,-0.02007926024,-0.01386540413,-0.0595065312,0.2148706191,0.1643042523,0.1368421053,-0.2562225476,-0.1777646828,-0.2336290663,1854.5,1458,1296,1198.5,985,984,1930.5,1499,1460,1607,1204,1188,
0,3212.988,2853.22975,2668.615,598.3174,593.88155,639.1478,-1432.4027,-1347.63085,-1173.8186,544.5,497,407,826.5,870.5,663,-0.4325437693,-0.3703435805,-0.4717131474,0.01409477521,0.0200565352,0.04764605786,0.3245516585,0.3703435805,0.3866366366,-0.4210157618,-0.3529083813,-0.4338172502,2086.5,1894.5,1847,1064,715.5,817,2028.5,1820,1679,1471,1377,1188,
0,3191.8948,3834.4878,3934.8708,1923.91925,2323.2272,2198.1234,-867.091,-1111.719,-1240.2214,389.5,484,551,622,557.5,823,-0.6745159602,-0.7458689459,-0.6409249564,0.3025338354,0.2792251169,0.2361544782,0.719274681,0.7458689459,0.7091570098,-0.4673517448,-0.5893942184,-0.4769621862,3200,3830,3761,522.5,789,640,1713.5,2158,2324,836.5,984,1048,
0,739.84605,740.6872,581.3633,215.86135,58.419,-17.0003,57.8556,139.9722,73.8166,252.5,374,286,321,301.5,317,-0.3040650407,-0.2362254592,-0.0200927357,0.5393474088,0.5921696574,0.5034168565,0.4372759857,0.2362254592,0.1129848229,0.2814371257,0.4138335287,0.4882629108,601.5,488,330,235.5,395,263,180,125,109,100.5,62,97,
1,1110.83395,901.4914,549.4172,212.57975,156.2684,31.9399,-6.63275,89.6032,-22.2881,397,384.5,238,487.5,321.5,253,-0.2412451362,-0.3391572456,-0.1409168081,0.3899782135,0.5356511491,0.3306930693,0.3494077834,0.3391572456,0.2240437158,0.1641791045,0.2401157184,0.1990521327,797.5,651.5,336,384.5,432.5,213,350,197,169,206,130,140,
1,2162.6706,1975.36915,1454.8194,1205.68695,999.1609,436.9365,-146.028,-211.23995,-307.8274,419.5,409.5,334,599,424.5,507,-0.5665701881,-0.6308695652,-0.3740740741,0.4603709949,0.3887449093,0.1987075929,0.6526717557,0.6308695652,0.4683377309,-0.1436740529,-0.3208,-0.1894484412,2165,1875.5,1113,455,584.5,403,800,825.5,744,363.5,345.5,355,
1,1097.70905,1052.32355,603.3446,328.24215,284.41175,-29.8591,146.79795,178.3245,85.3928,389.5,392.5,234,498,351.5,317,-0.2921108742,-0.4156275977,-0.02760736196,0.6152820968,0.6390760346,0.4922048998,0.4422848076,0.4156275977,0.03235747304,0.3939818055,0.3042671614,0.4709976798,909,851.5,335,351.5,506,314,216.5,187.5,114,119,87.5,97,
1,1337.04165,1135.49575,622.7948,458.04215,262.8713,-43.2929,82.45645,108.99785,49.5314,381,392,270,519.5,396.5,317,-0.3740963855,-0.3743589744,-0.01857585139,0.5391363023,0.5334507042,0.3765690377,0.4524036931,0.3743589744,0.0233281493,0.2067363531,0.1987906274,0.3605150215,1140.5,871,329,430,527,314,341.5,265,149,192,149.5,117,
1,959.65595,1082.17965,843.5686,273.2929,430.9505,77.08,78.67185,123.50405,161.1231,279,290,363,395,321.5,443,-0.3276595745,-0.503666538,-0.1166500499,0.5654791771,0.5741414141,0.5238095238,0.3922356091,0.503666538,0.2134344529,0.2919051513,0.09914529915,0.4336569579,780,974,560,340.5,444,363,216.5,263.5,175,151.5,83.5,37,
1,780.04115,1106.504,907.5102,115.44865,364.21905,-72.5802,87.01215,85.3901,84.9978,251.5,338.5,394,395,360.5,506,-0.161358811,-0.4404346139,0.03901437372,0.5037800687,0.5004042037,0.3428981349,0.2772913018,0.4404346139,0.02857142857,0.3727193745,0.07692307692,0.3768707483,547,928,468,309.5,444,442,180.5,309,229,100,105.5,140,
1,2266.33695,2648.30975,2413.1268,1095.4084,1390.48285,888.44,-534.70535,-590.02825,-775.1162,380,387,457,564,556.5,633,-0.5714285714,-0.6369863014,-0.5073929961,0.282083075,0.3031286512,0.1454760497,0.6159406134,0.6369863014,0.5270003942,-0.3449477352,-0.4137476955,-0.3907603465,2068,2509.5,1937,491.5,616.5,600,1158,1342,1445,580.5,632,702,
1,1121.85705,1551.4522,922.1119,307.98845,638.7286,281.398,-58.4648,-101.93715,-6.891,299.5,361.5,267,472,400,379,-0.2973576479,-0.5469988675,-0.3250222618,0.3855325914,0.3903307888,0.4252873563,0.4369332234,0.5469988675,0.4545454545,0.09959231217,-0.1991991992,0.11634757,871.5,1366,744,341.5,543.5,279,386.5,599,300,237.5,257.5,152,
